model,epoch,phase,train_loss,train_acc,val_loss,val_accuracy,val_precision_tumor,val_recall_tumor,val_f1_tumor,val_roc_auc_tumor,val_selection_score,lr
mobilenet_v2,1,head_only,0.5168176130163176,0.7511870845204178,0.3896193238005504,0.8478581979320532,0.8126520681265207,0.9277777777777778,0.8664072632944229,0.930012267788293,0.8943101607317447,0.001
mobilenet_v2,2,head_only,0.4018810774073189,0.8243114909781576,0.3430300726936346,0.8581979320531757,0.9099378881987578,0.8138888888888889,0.8592375366568915,0.9407991587802312,0.8364072720823328,0.001
mobilenet_v2,3,head_only,0.3791886227168249,0.8388730610952834,0.3078024623753225,0.8700147710487445,0.9023668639053254,0.8472222222222222,0.8739255014326648,0.9509726603575184,0.8599872522698555,0.001
mobilenet_v2,4,fine_tune,0.3628573654082124,0.8547008547008547,0.2985273814007662,0.8759231905465288,0.9259259259259259,0.8333333333333334,0.8771929824561403,0.9582807570977918,0.855072689108295,1e-05
