model,epoch,phase,train_loss,train_acc,val_loss,val_accuracy,val_precision_tumor,val_recall_tumor,val_f1_tumor,val_roc_auc_tumor,val_selection_score,lr
efficientnet_b0,1,head_only,0.4412034222618543,0.8002532446976891,0.35765489376806264,0.8389955686853766,0.9312714776632303,0.7527777777777778,0.8325652841781874,0.9434016824395373,0.793636073654061,0.001
efficientnet_b0,2,head_only,0.353561026984357,0.842355175688509,0.3458268009731477,0.8360413589364845,0.9527272727272728,0.7277777777777777,0.8251968503937008,0.9568173852085524,0.7781139903671568,0.001
efficientnet_b0,3,head_only,0.32694469211636634,0.8594491927825261,0.3074077841450228,0.8626292466765141,0.9556313993174061,0.7777777777777778,0.8575803981623277,0.9646424815983177,0.8184364152471806,0.001
efficientnet_b0,4,fine_tune,0.29072279764451947,0.877809433364989,0.22341530318846556,0.9098966026587888,0.9410029498525073,0.8861111111111111,0.9127324749642346,0.9766912022432527,0.8989964121918559,1e-05
